ekip_adi,islem_tipi,tarih,saat,talimat_adet
İstanbul Ekip,Havale,2025-03-05,13,2
Ankara Ekip,Havale,2025-03-05,13,8
İzmir Ekip,Havale,2025-03-05,13,7
Merkez Ekip,Havale,2025-03-05,14,7
İstanbul Ekip,Havale,2025-03-05,14,13
Ankara Ekip,Havale,2025-03-05,14,7
İzmir Ekip,Havale,2025-03-05,14,2
Merkez Ekip,Havale,2025-03-05,15,13
İstanbul Ekip,Havale,2025-03-05,15,9
Ankara Ekip,Havale,2025-03-05,15,5
İzmir Ekip,Havale,2025-03-05,15,11
Merkez Ekip,Havale,2025-03-05,16,16
İstanbul Ekip,Havale,2025-03-05,16,19
Ankara Ekip,Havale,2025-03-05,16,18
İzmir Ekip,Havale,2025-03-05,16,8
Merkez Ekip,Havale,2025-03-05,17,8
İstanbul Ekip,Havale,2025-03-05,17,6
Ankara Ekip,Havale,2025-03-05,17,3
İzmir Ekip,Havale,2025-03-05,17,4
Merkez Ekip,Havale,2025-03-05,18,2
İstanbul Ekip,Havale,2025-03-05,18,2
İzmir Ekip,Havale,2025-03-05,18,1
Merkez Ekip,Havale,2025-03-05,22,16
İstanbul Ekip,Havale,2025-03-05,22,13
Ankara Ekip,Havale,2025-03-05,22,14
İzmir Ekip,Havale,2025-03-05,22,8
Merkez Ekip,Havale,2025-03-06,2,4
İstanbul Ekip,Havale,2025-03-06,2,1
İstanbul Ekip,Havale,2025-03-06,3,1
Merkez Ekip,Havale,2025-03-06,8,2
İstanbul Ekip,Havale,2025-03-06,8,3
Ankara Ekip,Havale,2025-03-06,8,3
Merkez Ekip,Havale,2025-03-06,9,13
İstanbul Ekip,Havale,2025-03-06,9,17
Ankara Ekip,Havale,2025-03-06,9,14
İzmir Ekip,Havale,2025-03-06,9,3
Merkez Ekip,Havale,2025-03-06,10,10
İstanbul Ekip,Havale,2025-03-06,10,8
Ankara Ekip,Havale,2025-03-06,10,5
İzmir Ekip,Havale,2025-03-06,10,6
Merkez Ekip,Havale,2025-03-06,11,3
İstanbul Ekip,Havale,2025-03-06,11,4
Ankara Ekip,Havale,2025-03-06,11,5
Merkez Ekip,Havale,2025-03-06,12,1
İstanbul Ekip,Havale,2025-03-06,12,6
Ankara Ekip,Havale,2025-03-06,12,4
İzmir Ekip,Havale,2025-03-06,12,2
Merkez Ekip,Havale,2025-03-06,13,3
İstanbul Ekip,Havale,2025-03-06,13,1
Ankara Ekip,Havale,2025-03-06,13,3
Merkez Ekip,Havale,2025-03-06,14,4
İstanbul Ekip,Havale,2025-03-06,14,8
Ankara Ekip,Havale,2025-03-06,14,7
İzmir Ekip,Havale,2025-03-06,14,4
Merkez Ekip,Havale,2025-03-06,15,31
İstanbul Ekip,Havale,2025-03-06,15,29
Ankara Ekip,Havale,2025-03-06,15,29
İzmir Ekip,Havale,2025-03-06,15,14
Merkez Ekip,Havale,2025-03-06,16,2
İstanbul Ekip,Havale,2025-03-06,16,4
Ankara Ekip,Havale,2025-03-06,16,1
Merkez Ekip,Havale,2025-03-06,17,7
İstanbul Ekip,Havale,2025-03-06,17,4
Ankara Ekip,Havale,2025-03-06,17,3
İzmir Ekip,Havale,2025-03-06,17,1
Merkez Ekip,Havale,2025-03-06,18,3
İstanbul Ekip,Havale,2025-03-06,18,2
İzmir Ekip,Havale,2025-03-06,18,1
Merkez Ekip,Havale,2025-03-06,19,2
İstanbul Ekip,Havale,2025-03-06,19,1
Ankara Ekip,Havale,2025-03-06,19,1
İzmir Ekip,Havale,2025-03-06,19,2
Ankara Ekip,Havale,2025-03-06,22,1
İzmir Ekip,Havale,2025-03-07,2,1
Merkez Ekip,Havale,2025-03-07,6,1
Ankara Ekip,Havale,2025-03-07,6,1
Merkez Ekip,Havale,2025-03-07,7,1
İstanbul Ekip,Havale,2025-03-07,7,3
Ankara Ekip,Havale,2025-03-07,7,2
İzmir Ekip,Havale,2025-03-07,7,1
Merkez Ekip,Havale,2025-03-07,8,7
İstanbul Ekip,Havale,2025-03-07,8,12
Ankara Ekip,Havale,2025-03-07,8,6
İzmir Ekip,Havale,2025-03-07,8,2
Merkez Ekip,Havale,2025-03-07,9,4
İstanbul Ekip,Havale,2025-03-07,9,7
Ankara Ekip,Havale,2025-03-07,9,5
İzmir Ekip,Havale,2025-03-07,9,2
Merkez Ekip,Havale,2025-03-07,10,23
İstanbul Ekip,Havale,2025-03-07,10,8
Ankara Ekip,Havale,2025-03-07,10,9
İzmir Ekip,Havale,2025-03-07,10,6
Merkez Ekip,Havale,2025-03-07,11,9
İstanbul Ekip,Havale,2025-03-07,11,9
Ankara Ekip,Havale,2025-03-07,11,11
İzmir Ekip,Havale,2025-03-07,11,3
Merkez Ekip,Havale,2025-03-07,12,4
Ankara Ekip,Havale,2025-03-07,12,3
Merkez Ekip,Havale,2025-03-07,13,3
İstanbul Ekip,Havale,2025-03-07,13,5
Ankara Ekip,Havale,2025-03-07,13,4
İzmir Ekip,Havale,2025-03-07,13,1
Merkez Ekip,Havale,2025-03-07,14,3
İstanbul Ekip,Havale,2025-03-07,14,6
Ankara Ekip,Havale,2025-03-07,14,7
İzmir Ekip,Havale,2025-03-07,14,2
Merkez Ekip,Havale,2025-03-07,15,26
İstanbul Ekip,Havale,2025-03-07,15,15
Ankara Ekip,Havale,2025-03-07,15,13
İzmir Ekip,Havale,2025-03-07,15,13
Merkez Ekip,Havale,2025-03-07,16,9
İstanbul Ekip,Havale,2025-03-07,16,6
Ankara Ekip,Havale,2025-03-07,16,6
İzmir Ekip,Havale,2025-03-07,16,3
Merkez Ekip,Havale,2025-03-07,17,7
İstanbul Ekip,Havale,2025-03-07,17,7
Ankara Ekip,Havale,2025-03-07,17,12
İzmir Ekip,Havale,2025-03-07,17,4
İstanbul Ekip,Havale,2025-03-07,18,2
Ankara Ekip,Havale,2025-03-07,18,1
İzmir Ekip,Havale,2025-03-07,18,2
Merkez Ekip,Havale,2025-03-07,19,1
Ankara Ekip,Havale,2025-03-07,19,3
İzmir Ekip,Havale,2025-03-07,19,3
İstanbul Ekip,Havale,2025-03-07,23,1
İstanbul Ekip,Havale,2025-03-10,1,1
Ankara Ekip,Havale,2025-03-10,3,1
İzmir Ekip,Havale,2025-03-10,3,1
Merkez Ekip,Havale,2025-03-10,7,1
İstanbul Ekip,Havale,2025-03-10,7,5
Ankara Ekip,Havale,2025-03-10,7,1
Merkez Ekip,Havale,2025-03-10,8,19
İstanbul Ekip,Havale,2025-03-10,8,20
Ankara Ekip,Havale,2025-03-10,8,16
İzmir Ekip,Havale,2025-03-10,8,17
Merkez Ekip,Havale,2025-03-10,9,18
İstanbul Ekip,Havale,2025-03-10,9,16
Ankara Ekip,Havale,2025-03-10,9,18
İzmir Ekip,Havale,2025-03-10,9,12
Merkez Ekip,Havale,2025-03-10,10,23
İstanbul Ekip,Havale,2025-03-10,10,18
Ankara Ekip,Havale,2025-03-10,10,22
İzmir Ekip,Havale,2025-03-10,10,12
Merkez Ekip,Havale,2025-03-10,11,11
İstanbul Ekip,Havale,2025-03-10,11,20
Ankara Ekip,Havale,2025-03-10,11,16
İzmir Ekip,Havale,2025-03-10,11,3
Merkez Ekip,Havale,2025-03-10,12,9
İstanbul Ekip,Havale,2025-03-10,12,9
Ankara Ekip,Havale,2025-03-10,12,5
Merkez Ekip,Havale,2025-03-10,13,26
İstanbul Ekip,Havale,2025-03-10,13,28
Ankara Ekip,Havale,2025-03-10,13,24
İzmir Ekip,Havale,2025-03-10,13,6
Merkez Ekip,Havale,2025-03-10,14,39
İstanbul Ekip,Havale,2025-03-10,14,22
Ankara Ekip,Havale,2025-03-10,14,21
İzmir Ekip,Havale,2025-03-10,14,14
Merkez Ekip,Havale,2025-03-10,15,23
İstanbul Ekip,Havale,2025-03-10,15,14
Ankara Ekip,Havale,2025-03-10,15,13
İzmir Ekip,Havale,2025-03-10,15,11
Merkez Ekip,Havale,2025-03-10,16,9
İstanbul Ekip,Havale,2025-03-10,16,8
Ankara Ekip,Havale,2025-03-10,16,4
İzmir Ekip,Havale,2025-03-10,16,2
Merkez Ekip,Havale,2025-03-10,17,5
İstanbul Ekip,Havale,2025-03-10,17,4
Ankara Ekip,Havale,2025-03-10,17,5
İzmir Ekip,Havale,2025-03-10,17,2
Merkez Ekip,Havale,2025-03-10,18,1
Merkez Ekip,Havale,2025-03-10,19,1
İstanbul Ekip,Havale,2025-03-10,19,4
Ankara Ekip,Havale,2025-03-10,19,1
İzmir Ekip,Havale,2025-03-10,19,1
Merkez Ekip,Havale,2025-03-10,21,1
Ankara Ekip,Havale,2025-03-10,21,2
İzmir Ekip,Havale,2025-03-10,21,3
Merkez Ekip,Havale,2025-03-10,22,8
İstanbul Ekip,Havale,2025-03-10,22,9
Ankara Ekip,Havale,2025-03-10,22,6
İzmir Ekip,Havale,2025-03-10,22,3
Ankara Ekip,Havale,2025-03-11,1,1
İstanbul Ekip,Havale,2025-03-11,3,1
Merkez Ekip,Havale,2025-03-11,6,7
İstanbul Ekip,Havale,2025-03-11,6,7
Ankara Ekip,Havale,2025-03-11,6,4
İzmir Ekip,Havale,2025-03-11,6,2
Merkez Ekip,Havale,2025-03-11,7,2
İstanbul Ekip,Havale,2025-03-11,7,6
Ankara Ekip,Havale,2025-03-11,7,3
İzmir Ekip,Havale,2025-03-11,7,1
Merkez Ekip,Havale,2025-03-11,8,2
İstanbul Ekip,Havale,2025-03-11,8,5
Merkez Ekip,Havale,2025-03-11,9,16
İstanbul Ekip,Havale,2025-03-11,9,11
Ankara Ekip,Havale,2025-03-11,9,19
İzmir Ekip,Havale,2025-03-11,9,12
Merkez Ekip,Havale,2025-03-11,10,9
İstanbul Ekip,Havale,2025-03-11,10,11
Ankara Ekip,Havale,2025-03-11,10,9
İzmir Ekip,Havale,2025-03-11,10,6
Merkez Ekip,Havale,2025-03-11,11,10
İstanbul Ekip,Havale,2025-03-11,11,12
Ankara Ekip,Havale,2025-03-11,11,10
İzmir Ekip,Havale,2025-03-11,11,5
Merkez Ekip,Havale,2025-03-11,12,2
İstanbul Ekip,Havale,2025-03-11,12,1
Ankara Ekip,Havale,2025-03-11,12,2
İzmir Ekip,Havale,2025-03-11,12,1
Merkez Ekip,Havale,2025-03-11,13,17
İstanbul Ekip,Havale,2025-03-11,13,11
Ankara Ekip,Havale,2025-03-11,13,15
İzmir Ekip,Havale,2025-03-11,13,8
Merkez Ekip,Havale,2025-03-11,14,18
İstanbul Ekip,Havale,2025-03-11,14,8
Ankara Ekip,Havale,2025-03-11,14,6
İzmir Ekip,Havale,2025-03-11,14,2
Merkez Ekip,Havale,2025-03-11,15,2
İstanbul Ekip,Havale,2025-03-11,15,6
Ankara Ekip,Havale,2025-03-11,15,5
İzmir Ekip,Havale,2025-03-11,15,6
Merkez Ekip,Havale,2025-03-11,16,3
İstanbul Ekip,Havale,2025-03-11,16,1
Ankara Ekip,Havale,2025-03-11,16,5
İzmir Ekip,Havale,2025-03-11,16,4
Merkez Ekip,Havale,2025-03-11,17,4
İstanbul Ekip,Havale,2025-03-11,17,10
Ankara Ekip,Havale,2025-03-11,17,6
İzmir Ekip,Havale,2025-03-11,17,5
Merkez Ekip,Havale,2025-03-11,18,4
İstanbul Ekip,Havale,2025-03-11,18,5
Ankara Ekip,Havale,2025-03-11,18,7
İzmir Ekip,Havale,2025-03-11,18,2
Merkez Ekip,Havale,2025-03-11,19,3
İstanbul Ekip,Havale,2025-03-11,19,3
Ankara Ekip,Havale,2025-03-11,19,4
İzmir Ekip,Havale,2025-03-11,19,2
Merkez Ekip,Havale,2025-03-11,20,2
Merkez Ekip,Havale,2025-03-11,21,1
İzmir Ekip,Havale,2025-03-12,0,2
Merkez Ekip,Havale,2025-03-12,2,1
İstanbul Ekip,Havale,2025-03-12,6,1
Merkez Ekip,Havale,2025-03-12,7,7
İstanbul Ekip,Havale,2025-03-12,7,7
Ankara Ekip,Havale,2025-03-12,7,7
İzmir Ekip,Havale,2025-03-12,7,3
Merkez Ekip,Havale,2025-03-12,8,9
İstanbul Ekip,Havale,2025-03-12,8,14
Ankara Ekip,Havale,2025-03-12,8,8
İzmir Ekip,Havale,2025-03-12,8,7
Merkez Ekip,Havale,2025-03-12,9,10
İstanbul Ekip,Havale,2025-03-12,9,10
Ankara Ekip,Havale,2025-03-12,9,19
İzmir Ekip,Havale,2025-03-12,9,4
Merkez Ekip,Havale,2025-03-12,10,15
İstanbul Ekip,Havale,2025-03-12,10,9
Ankara Ekip,Havale,2025-03-12,10,13
İzmir Ekip,Havale,2025-03-12,10,6
Merkez Ekip,Havale,2025-03-12,11,7
İstanbul Ekip,Havale,2025-03-12,11,7
Ankara Ekip,Havale,2025-03-12,11,5
İzmir Ekip,Havale,2025-03-12,11,5
Merkez Ekip,Havale,2025-03-12,12,5
İstanbul Ekip,Havale,2025-03-12,12,9
Ankara Ekip,Havale,2025-03-12,12,4
İzmir Ekip,Havale,2025-03-12,12,4
Merkez Ekip,Havale,2025-03-12,13,6
İstanbul Ekip,Havale,2025-03-12,13,7
Ankara Ekip,Havale,2025-03-12,13,5
İzmir Ekip,Havale,2025-03-12,13,3
Merkez Ekip,Havale,2025-03-12,14,6
İstanbul Ekip,Havale,2025-03-12,14,7
Ankara Ekip,Havale,2025-03-12,14,2
İzmir Ekip,Havale,2025-03-12,14,2
Merkez Ekip,Havale,2025-03-12,15,8
İstanbul Ekip,Havale,2025-03-12,15,4
Ankara Ekip,Havale,2025-03-12,15,7
İzmir Ekip,Havale,2025-03-12,15,2
Merkez Ekip,Havale,2025-03-12,16,16
İstanbul Ekip,Havale,2025-03-12,16,9
Ankara Ekip,Havale,2025-03-12,16,4
İzmir Ekip,Havale,2025-03-12,16,3
Merkez Ekip,Havale,2025-03-12,17,1
İstanbul Ekip,Havale,2025-03-12,17,5
Ankara Ekip,Havale,2025-03-12,17,5
Merkez Ekip,Havale,2025-03-12,18,16
İstanbul Ekip,Havale,2025-03-12,18,7
Ankara Ekip,Havale,2025-03-12,18,17
İzmir Ekip,Havale,2025-03-12,18,5
Merkez Ekip,Havale,2025-03-12,23,2
İstanbul Ekip,Havale,2025-03-12,23,1
Ankara Ekip,Havale,2025-03-12,23,1
Merkez Ekip,Havale,2025-03-13,6,2
İstanbul Ekip,Havale,2025-03-13,6,2
Merkez Ekip,Havale,2025-03-13,7,2
Ankara Ekip,Havale,2025-03-13,7,1
İzmir Ekip,Havale,2025-03-13,7,2
Merkez Ekip,Havale,2025-03-13,8,5
İstanbul Ekip,Havale,2025-03-13,8,6
Ankara Ekip,Havale,2025-03-13,8,7
İzmir Ekip,Havale,2025-03-13,8,7
Merkez Ekip,Havale,2025-03-13,9,18
İstanbul Ekip,Havale,2025-03-13,9,16
Ankara Ekip,Havale,2025-03-13,9,17
İzmir Ekip,Havale,2025-03-13,9,13
Merkez Ekip,Havale,2025-03-13,10,7
İstanbul Ekip,Havale,2025-03-13,10,8
Ankara Ekip,Havale,2025-03-13,10,7
İzmir Ekip,Havale,2025-03-13,10,3
Merkez Ekip,Havale,2025-03-13,11,3
İstanbul Ekip,Havale,2025-03-13,11,8
Ankara Ekip,Havale,2025-03-13,11,8
İzmir Ekip,Havale,2025-03-13,11,3
Merkez Ekip,Havale,2025-03-13,12,8
İstanbul Ekip,Havale,2025-03-13,12,15
Ankara Ekip,Havale,2025-03-13,12,8
İzmir Ekip,Havale,2025-03-13,12,6
İstanbul Ekip,Havale,2025-03-13,13,1
Ankara Ekip,Havale,2025-03-13,13,2
İzmir Ekip,Havale,2025-03-13,13,3
Merkez Ekip,Havale,2025-03-13,14,13
İstanbul Ekip,Havale,2025-03-13,14,5
Ankara Ekip,Havale,2025-03-13,14,5
İzmir Ekip,Havale,2025-03-13,14,1
Merkez Ekip,Havale,2025-03-13,15,9
İstanbul Ekip,Havale,2025-03-13,15,9
Ankara Ekip,Havale,2025-03-13,15,6
İzmir Ekip,Havale,2025-03-13,15,5
Merkez Ekip,Havale,2025-03-13,16,3
İstanbul Ekip,Havale,2025-03-13,16,5
Ankara Ekip,Havale,2025-03-13,16,7
İzmir Ekip,Havale,2025-03-13,16,5
Merkez Ekip,Havale,2025-03-13,17,3
İstanbul Ekip,Havale,2025-03-13,17,5
Ankara Ekip,Havale,2025-03-13,17,7
Merkez Ekip,Havale,2025-03-13,18,5
İstanbul Ekip,Havale,2025-03-13,18,6
Ankara Ekip,Havale,2025-03-13,18,13
İzmir Ekip,Havale,2025-03-13,18,4
İstanbul Ekip,Havale,2025-03-13,19,1
Ankara Ekip,Havale,2025-03-13,19,1
İstanbul Ekip,Havale,2025-03-14,1,1
Merkez Ekip,Havale,2025-03-14,6,2
İstanbul Ekip,Havale,2025-03-14,6,1
Ankara Ekip,Havale,2025-03-14,6,1
Merkez Ekip,Havale,2025-03-14,7,2
İstanbul Ekip,Havale,2025-03-14,7,1
Ankara Ekip,Havale,2025-03-14,7,2
İzmir Ekip,Havale,2025-03-14,7,1
Merkez Ekip,Havale,2025-03-14,8,6
İstanbul Ekip,Havale,2025-03-14,8,8
Ankara Ekip,Havale,2025-03-14,8,5
İzmir Ekip,Havale,2025-03-14,8,1
Merkez Ekip,Havale,2025-03-14,9,4
İstanbul Ekip,Havale,2025-03-14,9,7
Ankara Ekip,Havale,2025-03-14,9,4
İzmir Ekip,Havale,2025-03-14,9,3
Merkez Ekip,Havale,2025-03-14,10,43
İstanbul Ekip,Havale,2025-03-14,10,40
Ankara Ekip,Havale,2025-03-14,10,40
İzmir Ekip,Havale,2025-03-14,10,14
Merkez Ekip,Havale,2025-03-14,11,9
İstanbul Ekip,Havale,2025-03-14,11,7
Ankara Ekip,Havale,2025-03-14,11,8
İzmir Ekip,Havale,2025-03-14,11,7
İstanbul Ekip,Havale,2025-03-14,12,2
Ankara Ekip,Havale,2025-03-14,12,1
Merkez Ekip,Havale,2025-03-14,13,12
İstanbul Ekip,Havale,2025-03-14,13,10
Ankara Ekip,Havale,2025-03-14,13,5
İzmir Ekip,Havale,2025-03-14,13,2
Merkez Ekip,Havale,2025-03-14,14,3
İstanbul Ekip,Havale,2025-03-14,14,5
Ankara Ekip,Havale,2025-03-14,14,3
Merkez Ekip,Havale,2025-03-14,15,19
İstanbul Ekip,Havale,2025-03-14,15,17
Ankara Ekip,Havale,2025-03-14,15,19
İzmir Ekip,Havale,2025-03-14,15,8
Merkez Ekip,Havale,2025-03-14,16,3
İstanbul Ekip,Havale,2025-03-14,16,9
Ankara Ekip,Havale,2025-03-14,16,6
İzmir Ekip,Havale,2025-03-14,16,2
Merkez Ekip,Havale,2025-03-14,17,9
İstanbul Ekip,Havale,2025-03-14,17,6
Ankara Ekip,Havale,2025-03-14,17,3
İzmir Ekip,Havale,2025-03-14,17,4
Merkez Ekip,Havale,2025-03-14,19,1
İstanbul Ekip,Havale,2025-03-14,19,1
Ankara Ekip,Havale,2025-03-14,19,2
Merkez Ekip,Havale,2025-03-17,7,1
İstanbul Ekip,Havale,2025-03-17,7,3
Ankara Ekip,Havale,2025-03-17,7,2
İzmir Ekip,Havale,2025-03-17,7,1
Merkez Ekip,Havale,2025-03-17,8,14
İstanbul Ekip,Havale,2025-03-17,8,12
Ankara Ekip,Havale,2025-03-17,8,7
İzmir Ekip,Havale,2025-03-17,8,5
Merkez Ekip,Havale,2025-03-17,9,9
İstanbul Ekip,Havale,2025-03-17,9,17
Ankara Ekip,Havale,2025-03-17,9,15
İzmir Ekip,Havale,2025-03-17,9,9
Merkez Ekip,Havale,2025-03-17,10,12
İstanbul Ekip,Havale,2025-03-17,10,16
Ankara Ekip,Havale,2025-03-17,10,11
İzmir Ekip,Havale,2025-03-17,10,9
Merkez Ekip,Havale,2025-03-17,11,22
İstanbul Ekip,Havale,2025-03-17,11,21
Ankara Ekip,Havale,2025-03-17,11,11
İzmir Ekip,Havale,2025-03-17,11,10
Merkez Ekip,Havale,2025-03-17,12,8
İstanbul Ekip,Havale,2025-03-17,12,2
Ankara Ekip,Havale,2025-03-17,12,4
İzmir Ekip,Havale,2025-03-17,12,1
Merkez Ekip,Havale,2025-03-17,13,16
İstanbul Ekip,Havale,2025-03-17,13,17
Ankara Ekip,Havale,2025-03-17,13,13
İzmir Ekip,Havale,2025-03-17,13,6
Merkez Ekip,Havale,2025-03-17,14,9
İstanbul Ekip,Havale,2025-03-17,14,8
Ankara Ekip,Havale,2025-03-17,14,9
İzmir Ekip,Havale,2025-03-17,14,1
Merkez Ekip,Havale,2025-03-17,15,2
İstanbul Ekip,Havale,2025-03-17,15,1
Ankara Ekip,Havale,2025-03-17,15,4
İzmir Ekip,Havale,2025-03-17,15,1
Merkez Ekip,Havale,2025-03-17,16,6
İstanbul Ekip,Havale,2025-03-17,16,8
İzmir Ekip,Havale,2025-03-17,16,2
Merkez Ekip,Havale,2025-03-17,17,25
İstanbul Ekip,Havale,2025-03-17,17,34
Ankara Ekip,Havale,2025-03-17,17,29
İzmir Ekip,Havale,2025-03-17,17,12
İstanbul Ekip,Havale,2025-03-17,18,1
Merkez Ekip,Havale,2025-03-17,19,1
İstanbul Ekip,Havale,2025-03-17,19,1
Merkez Ekip,Havale,2025-03-18,0,1
İstanbul Ekip,Havale,2025-03-18,0,1
İzmir Ekip,Havale,2025-03-18,1,1
Merkez Ekip,Havale,2025-03-18,5,4
Ankara Ekip,Havale,2025-03-18,5,1
İzmir Ekip,Havale,2025-03-18,5,1
İstanbul Ekip,Havale,2025-03-18,6,1
Merkez Ekip,Havale,2025-03-18,7,3
İstanbul Ekip,Havale,2025-03-18,7,3
İzmir Ekip,Havale,2025-03-18,7,5
Merkez Ekip,Havale,2025-03-18,8,6
İstanbul Ekip,Havale,2025-03-18,8,3
Ankara Ekip,Havale,2025-03-18,8,7
İzmir Ekip,Havale,2025-03-18,8,1
Merkez Ekip,Havale,2025-03-18,9,5
İstanbul Ekip,Havale,2025-03-18,9,14
Ankara Ekip,Havale,2025-03-18,9,9
İzmir Ekip,Havale,2025-03-18,9,2
Merkez Ekip,Havale,2025-03-18,10,22
İstanbul Ekip,Havale,2025-03-18,10,18
Ankara Ekip,Havale,2025-03-18,10,15
İzmir Ekip,Havale,2025-03-18,10,14
Merkez Ekip,Havale,2025-03-18,11,3
İstanbul Ekip,Havale,2025-03-18,11,3
Ankara Ekip,Havale,2025-03-18,11,2
Merkez Ekip,Havale,2025-03-18,12,11
İstanbul Ekip,Havale,2025-03-18,12,13
Ankara Ekip,Havale,2025-03-18,12,12
İzmir Ekip,Havale,2025-03-18,12,4
Merkez Ekip,Havale,2025-03-18,13,11
İstanbul Ekip,Havale,2025-03-18,13,8
Ankara Ekip,Havale,2025-03-18,13,7
İzmir Ekip,Havale,2025-03-18,13,7
Merkez Ekip,Havale,2025-03-18,14,13
İstanbul Ekip,Havale,2025-03-18,14,5
Ankara Ekip,Havale,2025-03-18,14,9
İzmir Ekip,Havale,2025-03-18,14,2
Merkez Ekip,Havale,2025-03-18,15,13
İstanbul Ekip,Havale,2025-03-18,15,18
Ankara Ekip,Havale,2025-03-18,15,16
İzmir Ekip,Havale,2025-03-18,15,6
Merkez Ekip,Havale,2025-03-18,16,2
İstanbul Ekip,Havale,2025-03-18,16,4
Ankara Ekip,Havale,2025-03-18,16,1
İzmir Ekip,Havale,2025-03-18,16,1
Merkez Ekip,Havale,2025-03-18,17,7
İstanbul Ekip,Havale,2025-03-18,17,5
Ankara Ekip,Havale,2025-03-18,17,11
İzmir Ekip,Havale,2025-03-18,17,3
Merkez Ekip,Havale,2025-03-18,18,1
İstanbul Ekip,Havale,2025-03-18,18,1
Ankara Ekip,Havale,2025-03-18,19,1
Merkez Ekip,Havale,2025-03-19,1,1
İstanbul Ekip,Havale,2025-03-19,1,2
İzmir Ekip,Havale,2025-03-19,1,2
Merkez Ekip,Havale,2025-03-19,5,5
İstanbul Ekip,Havale,2025-03-19,5,4
Ankara Ekip,Havale,2025-03-19,5,1
İzmir Ekip,Havale,2025-03-19,5,3
Ankara Ekip,Havale,2025-03-19,6,1
Merkez Ekip,Havale,2025-03-19,7,3
Ankara Ekip,Havale,2025-03-19,7,2
İzmir Ekip,Havale,2025-03-19,7,1
Merkez Ekip,Havale,2025-03-19,8,5
İstanbul Ekip,Havale,2025-03-19,8,5
Ankara Ekip,Havale,2025-03-19,8,5
İzmir Ekip,Havale,2025-03-19,8,4
Merkez Ekip,Havale,2025-03-19,9,14
İstanbul Ekip,Havale,2025-03-19,9,18
Ankara Ekip,Havale,2025-03-19,9,11
İzmir Ekip,Havale,2025-03-19,9,11
Merkez Ekip,Havale,2025-03-19,10,7
İstanbul Ekip,Havale,2025-03-19,10,18
Ankara Ekip,Havale,2025-03-19,10,11
İzmir Ekip,Havale,2025-03-19,10,8
Merkez Ekip,Havale,2025-03-19,11,4
İstanbul Ekip,Havale,2025-03-19,11,5
Ankara Ekip,Havale,2025-03-19,11,1
İzmir Ekip,Havale,2025-03-19,11,3
Merkez Ekip,Havale,2025-03-19,12,2
İstanbul Ekip,Havale,2025-03-19,12,3
Ankara Ekip,Havale,2025-03-19,12,1
İzmir Ekip,Havale,2025-03-19,12,1
Merkez Ekip,Havale,2025-03-19,13,24
İstanbul Ekip,Havale,2025-03-19,13,14
Ankara Ekip,Havale,2025-03-19,13,17
İzmir Ekip,Havale,2025-03-19,13,9
Merkez Ekip,Havale,2025-03-19,14,4
İstanbul Ekip,Havale,2025-03-19,14,5
Ankara Ekip,Havale,2025-03-19,14,4
Merkez Ekip,Havale,2025-03-19,15,5
İstanbul Ekip,Havale,2025-03-19,15,6
Ankara Ekip,Havale,2025-03-19,15,3
İzmir Ekip,Havale,2025-03-19,15,1
Merkez Ekip,Havale,2025-03-19,16,8
İstanbul Ekip,Havale,2025-03-19,16,9
Ankara Ekip,Havale,2025-03-19,16,6
İzmir Ekip,Havale,2025-03-19,16,4
Merkez Ekip,Havale,2025-03-19,17,4
İstanbul Ekip,Havale,2025-03-19,17,3
Ankara Ekip,Havale,2025-03-19,17,2
İzmir Ekip,Havale,2025-03-19,17,3
Merkez Ekip,Havale,2025-03-19,18,1
Ankara Ekip,Havale,2025-03-19,18,1
İstanbul Ekip,Havale,2025-03-19,19,1
Ankara Ekip,Havale,2025-03-19,19,1
İzmir Ekip,Havale,2025-03-19,19,1
Merkez Ekip,Havale,2025-03-19,20,6
İstanbul Ekip,Havale,2025-03-19,20,1
Ankara Ekip,Havale,2025-03-19,20,4
Merkez Ekip,Havale,2025-03-20,6,2
İstanbul Ekip,Havale,2025-03-20,6,1
Merkez Ekip,Havale,2025-03-20,7,8
İstanbul Ekip,Havale,2025-03-20,7,6
Ankara Ekip,Havale,2025-03-20,7,3
İzmir Ekip,Havale,2025-03-20,7,3
Merkez Ekip,Havale,2025-03-20,8,6
İstanbul Ekip,Havale,2025-03-20,8,3
Ankara Ekip,Havale,2025-03-20,8,4
İzmir Ekip,Havale,2025-03-20,8,4
Merkez Ekip,Havale,2025-03-20,9,2
İstanbul Ekip,Havale,2025-03-20,9,5
Merkez Ekip,Havale,2025-03-20,10,13
İstanbul Ekip,Havale,2025-03-20,10,6
Ankara Ekip,Havale,2025-03-20,10,4
İzmir Ekip,Havale,2025-03-20,10,8
Merkez Ekip,Havale,2025-03-20,11,28
İstanbul Ekip,Havale,2025-03-20,11,23
Ankara Ekip,Havale,2025-03-20,11,18
İzmir Ekip,Havale,2025-03-20,11,11
Merkez Ekip,Havale,2025-03-20,12,1
İstanbul Ekip,Havale,2025-03-20,12,5
Ankara Ekip,Havale,2025-03-20,12,1
Merkez Ekip,Havale,2025-03-20,13,7
İstanbul Ekip,Havale,2025-03-20,13,6
Ankara Ekip,Havale,2025-03-20,13,9
İzmir Ekip,Havale,2025-03-20,13,4
Merkez Ekip,Havale,2025-03-20,14,6
İstanbul Ekip,Havale,2025-03-20,14,3
